id,name,cuisine,price_range,avg_price_per_person,region,city,address,phone,rating,review_count,website,popular_hours
1681,Sud 777,Mexican,$$,28.55,North America,"New Jaredton, NJ",432 Cooper Manors,+1-685-857-7271x629,3.9,526,http://marshall.com/,15:00-21:00
1682,Borgo San Jacopo,Italian,$$,17.09,North America,"Baileyport, ID",17076 Gonzalez Parks Suite 065,324.992.3375x068,3.8,470,http://www.gray.info/,16:00-20:00
1683,Le Du,Thai,$$,22.76,Europe,"Moorestad, LI",9719 Lauren Mission,923.537.4006,3.5,489,http://www.snyder.biz/,16:00-20:00
1684,Narisawa,Japanese,$$$,70.36,Europe,"Melissafurt, LC",75851 Ronald Squares,910.313.3156x55594,4.2,350,http://young.com/,15:00-21:00
1685,French Laundry,American,$$,32.39,Europe,"Adamsshire, CN",607 Elaine Path,301.554.3135x159,4.5,534,https://www.gonzalez.com/,13:00-20:00
1686,Osteria Francescana,Italian,$$,12.64,Asia,"Adamsbury, ZA",826 Kathryn Rue Suite 538,788-886-0996x67117,4.1,510,http://www.williams.biz/,14:00-22:00
1687,Ryugin,Japanese,$$$$,131.95,Europe,"Traciville, ZA",939 Catherine Union,001-873-866-7028x7252,4.7,187,http://lopez-thomas.info/,15:00-21:00
1688,Sorn,Thai,$,6.97,Europe,"North Luisfurt, EC",979 James Path Apt. 406,551.780.5973,3.7,246,http://thomas.com/,11:00-23:00
1689,Karaköy Lokantası,Turkish,$$,28.1,North America,"Bradleyland, MD",93948 Trevino Shores Apt. 302,9568197664,4.2,573,http://www.tate.com/,12:00-22:00
1690,SingleThread,American,$$,26.18,North America,"Westchester, NJ",7761 Powell Center Suite 685,(402)552-9622x19352,4.2,513,https://www.stuart.com/,16:00-21:00
1691,Isolina,Peruvian,$,8.47,Asia,"Breannaview, ST",3312 Molina Coves,+1-491-349-0771x33154,3.9,243,http://dixon-grant.com/,11:00-22:00
1692,El Cardenal,Mexican,$,10.13,Middle East,"Lake Aliciaberg, MH",956 Paul Curve,717-224-5622x735,3.7,223,https://wang.com/,15:00-20:00
1693,French Laundry,American,$,9.76,Asia,"Port Joyce, TL",19573 Rachel Walk Apt. 967,613-601-9376x080,3.1,198,https://jones-bell.com/,12:00-23:00
1694,Le Palais Gharnata,Moroccan,$,6.76,North America,"Carriehaven, GA",78080 White Station Suite 900,001-244-926-8579x608,4.3,288,http://www.gilmore-walker.com/,14:00-22:00
1695,Duddell's,Chinese,$$,19.32,Africa,"Katherineburgh, AD",6607 Scott Plaza Apt. 886,254.773.2646x2806,4.0,564,https://gibson.com/,11:00-21:00
1696,Karam Sethi,Indian,$$,19.27,Middle East,"Scottland, FM",082 Fox Turnpike Suite 438,9582959172,4.1,501,http://figueroa.com/,11:00-22:00
1697,Oteque,Brazilian,$$,18.26,Africa,"Shortton, PS",7234 Fernandez Neck,511.863.0333,4.0,460,https://www.tran.biz/,16:00-21:00
1698,Contramar,Mexican,$$$,66.7,Europe,"Yangmouth, NP",8425 Evans Manor,434-888-2498x0034,4.3,361,http://barajas.com/,16:00-23:00
1699,Al Fassia,Moroccan,$$$,58.13,Europe,"North Christopher, CH",250 Brian Alley,829.594.0537x4369,4.5,353,https://www.mcmillan.net/,12:00-23:00
1700,Da Enzo al 29,Italian,$,6.45,Africa,"Youngton, RU",9322 Wood River,(859)334-7019,3.6,244,http://harvey.com/,16:00-23:00
1701,Zahav,Mediterranean,$$$,41.67,Europe,"Christopherfurt, MK",2368 Tyler Greens,+1-403-887-2384x589,4.7,412,http://smith.com/,14:00-21:00
1702,Ciya Sofrası,Turkish,$$,28.85,Europe,"Brooksside, JO",6849 Lynn Mill,823-831-3410,4.1,544,https://white.org/,15:00-22:00
1703,Xu,Vietnamese,$,11.76,Europe,"West Michael, CG",4967 Rhonda Turnpike Suite 968,+1-773-368-3885x089,4.1,257,http://www.smith.info/,16:00-22:00
1704,Gaggan,Thai,$$,27.71,Europe,"Tammieport, MV",5442 Laura Light Apt. 643,920-757-4288x23689,4.0,532,https://www.schmitt.biz/,11:00-23:00
1705,Kyubey,Japanese,$,12.6,Europe,"New Douglasfort, GB",238 Murray Ramp Suite 821,(805)861-8703,3.6,210,https://www.butler.com/,13:00-22:00
1706,Il Pellicano,Italian,$$$,54.24,Europe,"Williamsonchester, OM",606 Kathryn Ridge,463-910-9762,3.9,315,https://www.fisher.com/,14:00-21:00
1707,Bukhara,Indian,$$,17.87,North America,"East Annettestad, MI",294 Shawn Turnpike Suite 347,505.402.5221x20800,4.2,582,https://www.burns-jackson.com/,11:00-21:00
1708,Gaggan Anand,Indian,$$,11.61,Asia,"Kaufmanburgh, KZ",272 Lopez Spurs,619.621.2195x30246,3.8,508,http://www.garrett.com/,15:00-22:00
1709,Maximo Bistrot,Mexican,$$$,63.29,Europe,"Lake Rickyburgh, CI",61635 Burton Rest,001-305-754-4647x8394,4.1,377,https://www.lopez.info/,15:00-23:00
1710,Hytra,Greek,$$,20.04,Europe,"Arielmouth, ST",19048 Brian Cove Suite 321,(394)207-1085x72204,4.3,528,https://www.holder-jacobs.net/,13:00-21:00
1711,Sukiyabashi Jiro,Japanese,$$,31.53,North America,"Johnsonmouth, DC",4472 Hernandez Springs,223-314-3138x21801,4.2,554,https://www.johnston-brown.org/,16:00-20:00
1712,Tickets,Spanish,$$$,67.46,North America,"West Bridgetfort, CT",43054 Morris Well Apt. 987,(507)660-0316x76202,4.1,337,https://www.shaffer-wilson.com/,16:00-21:00
1713,Bukhara,Indian,$,3.61,Asia,"New Kristen, CG",321 Rivera Run Apt. 338,(391)956-0516x583,3.8,255,http://edwards.com/,15:00-23:00
1714,Guy Savoy,French,$$$,36.33,Middle East,"South Tammy, LS",45096 Watson Junctions,+1-638-524-8421x1369,4.4,323,https://mcbride.com/,13:00-20:00
1715,Tawlet,Lebanese,$$,17.36,Asia,"Port Ashley, CF",5860 Dunn Wells Apt. 034,245-535-3543,4.0,525,http://taylor-hall.net/,12:00-22:00
1716,Maximo Bistrot,Mexican,$$,16.45,Africa,"East Davidmouth, NR",4363 Murray Rue Apt. 071,646-238-6751,4.4,558,http://wallace-gonzalez.com/,13:00-22:00
1717,Le Tobsil,Moroccan,$$,27.66,North America,"Lake Jessica, MH",69347 Murray Lake Suite 902,605.445.0298x1134,3.9,484,http://www.webb-rose.com/,14:00-22:00
1718,Hakkasan,Chinese,$$$,56.1,North America,"Taylorton, OR",41811 Orr Loaf,9883857742,4.1,358,http://www.flores.com/,11:00-21:00
1719,Em Sherif,Lebanese,$$,24.02,North America,"Joshuaton, MS",954 Christopher Ville Suite 020,+1-516-772-1658x25462,3.9,541,http://www.bryan.net/,16:00-20:00
1720,Mingles,Korean,$$$,44.74,Asia,"North Cassie, TV",003 Cohen Falls Suite 730,(383)736-8566,4.0,338,http://www.banks.com/,16:00-21:00
1721,Bukhara,Indian,$$,32.44,North America,"Crystalside, PA",4853 Fields Wells,(772)210-1703x622,3.9,517,http://davis.com/,15:00-22:00
1722,Pujol,Mexican,$,8.74,Europe,"West Ashleechester, AE",8952 Hernandez Village Suite 492,(322)556-1374x3946,3.9,232,https://dean.com/,11:00-20:00
1723,Blue by Eric Ripert,Caribbean,$$,21.83,North America,"West Samantha, LA",182 Cynthia Junctions Apt. 733,(999)315-2089,3.9,490,https://hayden.biz/,13:00-23:00
1724,Sushi Saito,Japanese,$$$,27.51,South America,"North Kathrynville, JO",3995 Brian Squares,914.544.1628x715,4.4,369,https://murphy-huffman.net/,14:00-22:00
1725,Hakkasan,Chinese,$$,17.75,Asia,"South Alejandro, MD",398 Carlson Mountains,+1-449-241-6860x07954,3.7,474,http://www.fry.com/,15:00-21:00
1726,Ta Karamanlidika Tou Fani,Greek,$$$,55.93,North America,"Gregoryhaven, MT",076 Murray Lights,(659)431-2512,4.5,405,https://www.reynolds.biz/,12:00-20:00
1727,Antica Pesa,Italian,$$,31.63,Europe,"Johnsontown, QA",563 Billy Garden Apt. 536,542.572.7209,3.7,521,https://petersen.com/,12:00-22:00
1728,Kyubey,Japanese,$$,31.62,North America,"Jennifershire, SD",404 Christopher Ville Suite 719,265-462-5951,3.9,474,http://franco-lee.com/,11:00-20:00
1729,Sukiyabashi Jiro,Japanese,$$$$,171.01,Asia,"Clarkestad, LY",43957 Hawkins Heights,(570)976-6850x8382,4.4,172,https://anderson.com/,14:00-22:00
1730,Blue by Eric Ripert,Caribbean,$$$,25.25,Asia,"Lucaschester, CV",88312 Brown Divide,001-741-774-7674x8468,4.0,306,https://www.miller.biz/,15:00-22:00
1731,Al Fassia,Moroccan,$$,20.33,Asia,"Port Darlenemouth, SR",815 David Port,338.349.4638x936,3.9,487,https://henderson.com/,14:00-21:00
1732,Kikunoi,Japanese,$$,31.44,Europe,"West Raymond, KH",771 John Point,893-414-4859x24425,3.8,483,https://mcdaniel.com/,11:00-20:00
1733,Trattoria Zà Zà,Italian,$$$,35.05,Asia,"Suttonborough, LK",700 Ryan Passage Apt. 825,+1-593-250-0700,4.7,370,https://www.cannon.net/,12:00-23:00
1734,Osso,Peruvian,$$$,57.46,North America,"North Joseph, IL",4004 Betty Ports Apt. 172,623-615-0750,4.0,351,http://www.davis-nelson.info/,16:00-22:00
1735,Varoulko Seaside,Greek,$$,28.03,North America,"South Adam, FL",7536 Leslie Walks,2208278251,4.1,534,http://mays.com/,14:00-20:00
1736,Liza,Lebanese,$$,24.93,Europe,"Dawnstad, MG",67747 Lopez Gardens Suite 851,342-540-0956x1066,3.4,494,http://www.bennett-caldwell.org/,15:00-23:00
1737,Duddell's,Chinese,$,10.48,North America,"Melissafurt, AZ",30129 Fernandez Route Suite 728,660.900.0884x21107,3.4,208,http://hernandez-oliver.com/,15:00-21:00
1738,Sud 777,Mexican,$$,16.51,North America,"North Shaunhaven, CT",522 Perry Hill Suite 389,+1-743-772-2640x763,4.0,584,http://www.nixon-carr.com/,15:00-22:00
1739,Yan Toh Heen,Chinese,$,10.13,North America,"East Charlesmouth, ND",217 Branch Run Suite 397,284-252-2684x695,3.4,208,http://www.johnson-diaz.com/,12:00-22:00
1740,Nopi,Mediterranean,$$$,52.05,North America,"Connertown, NE",97740 Palmer Throughway,+1-236-939-6550,4.8,343,http://curtis.org/,14:00-22:00
1741,Isolina,Peruvian,$$,13.11,Asia,"West Regina, ME",7853 Pamela Manors,+1-810-862-0137x117,4.0,559,https://randolph.com/,16:00-20:00
1742,Leila,Lebanese,$,6.67,North America,"South Johnnyshire, UT",83879 Lawson Vista Suite 601,(324)663-2380,4.0,289,https://www.yoder-erickson.com/,13:00-22:00
1743,Madam Khanh - The Banh Mi Queen,Vietnamese,$$,34.98,North America,"Moniquestad, AR",04947 Jordan Wall,+1-416-355-8652x758,3.8,500,https://ramos-lewis.com/,14:00-23:00
1744,Quintonil,Mexican,$$,16.24,Europe,"Freyport, CM",031 Lisa Plains,001-417-220-4366x132,3.7,494,http://patterson.info/,14:00-21:00
1745,Bo.Lan,Thai,$$$,60.33,North America,"Crystalmouth, IL",6717 Caldwell Squares Suite 775,001-431-348-2592x3914,3.9,350,https://www.white.com/,12:00-22:00
1746,Jinjuu,Korean,$,3.93,Middle East,"Zimmermanmouth, IR",048 Garcia Cape Apt. 400,+1-215-329-0483,4.0,273,https://www.rogers.com/,13:00-20:00
1747,Sukiyabashi Jiro,Japanese,$$$,57.65,North America,"Reidside, MS",955 Salinas Points,7669096888,3.7,330,http://www.crawford-edwards.com/,16:00-22:00
1748,Kyubey,Japanese,$$$,47.15,North America,"Tammieton, WA",276 Bernard Shores,(868)215-1223x67490,4.5,390,https://www.wood.com/,12:00-21:00
1749,Hünkar,Turkish,$$$,60.29,North America,"Christopherville, HI",975 William Forest Suite 492,661-502-7580,4.5,408,http://hampton.com/,12:00-21:00
1750,EssZimmer,German,$,11.21,North America,"Alexandraberg, NE",641 Suzanne Road,943.242.6224x26063,3.6,240,https://li.com/,12:00-23:00
1751,Central,Peruvian,$,10.73,Europe,"Kimberlystad, LT",49953 Hannah Circle,750.893.9242x78814,4.3,255,https://smith.com/,14:00-21:00
1752,Jing Yaa Tang,Chinese,$$,14.26,South America,"West Rachel, PY",396 Griffin Rest Apt. 867,(758)949-7651x7576,3.9,531,https://www.ware.biz/,12:00-23:00
1753,Tempura Kondo,Japanese,$$$$,182.26,Asia,"Codymouth, MN",2468 Mcgee Union Apt. 988,001-944-896-2902x0844,4.6,195,http://www.kirby-hopkins.com/,14:00-23:00
1754,Mani,Brazilian,$,9.37,North America,"Stewartchester, AZ",7719 Russell Field Apt. 242,+1-938-660-0402x561,3.8,249,https://www.bell.biz/,13:00-22:00
1755,Ciya Sofrası,Turkish,$,13.42,Europe,"Port Emma, SD",2717 Rogers Greens,725-585-8218x0841,4.1,243,http://frank.net/,12:00-21:00
1756,Cosme,Mexican,$,5.03,Middle East,"Delacruztown, DE",838 Williams Forge,001-430-834-1327x261,3.9,250,http://garcia.com/,11:00-21:00
1757,Cosme,Mexican,$,12.88,North America,"North Janicebury, NH",25810 Edwards Mews,(406)486-0547x1373,3.7,243,https://www.parker.info/,11:00-23:00
1758,Il Pellicano,Italian,$$,27.59,Europe,"Port Vickie, TZ",399 Matthews Rapid,001-411-218-1541x6568,4.0,527,http://www.jackson.org/,14:00-22:00
1759,The Eight,Chinese,$$,26.09,Europe,"New Jenniferside, CF",205 Brown Ridge Apt. 697,+1-834-277-2752x816,3.7,545,http://rhodes.com/,16:00-23:00
1760,Contramar,Mexican,$$,14.6,South America,"Jonbury, SD",2456 Tracy Union Apt. 788,001-815-768-5379x50038,4.1,470,https://powell.com/,12:00-23:00
1761,Maximo Bistrot,Mexican,$$$,60.88,North America,"Jenniferbury, NY",4925 Tran Street,(725)441-4249,4.3,334,http://booker.com/,13:00-20:00
1762,Astrid y Gastón,Peruvian,$$$,30.98,Asia,"Margaretberg, CO",902 Hood Points,+1-885-758-8003x5656,4.3,336,https://www.travis.com/,16:00-21:00
1763,Pujol,Mexican,$$,29.69,Europe,"East Joshua, KH",738 Harris Lights Apt. 419,(232)703-6107,4.0,530,http://www.bennett.com/,13:00-20:00
1764,Borgo San Jacopo,Italian,$$$,25.83,South America,"Lake Lee, VN",011 Michael Haven Apt. 193,001-681-490-2053x572,4.4,367,https://neal.org/,11:00-23:00
1765,Duddell's,Chinese,$$$,54.94,North America,"Cooperton, IN",1411 Yolanda Forges Suite 898,(848)757-5427x49107,4.4,367,https://stewart-henry.org/,14:00-21:00
1766,Contramar,Mexican,$$,34.49,North America,"Riveraburgh, TN",1276 Serrano Harbor Suite 982,827-367-1689,4.3,499,https://hogan-morton.info/,12:00-21:00
1767,Ristorante Grotta Palazzese,Italian,$$$,60.67,Europe,"Louisport, VN",45096 Poole Throughway,683.831.6805,4.4,364,https://anderson-griffin.org/,14:00-21:00
1768,Ristorante Grotta Palazzese,Italian,$$$,48.19,North America,"Port Cindy, ME",8868 Rice Mills,975-405-0682x3824,4.4,354,http://odonnell.org/,14:00-21:00
1769,Madam Khanh - The Banh Mi Queen,Vietnamese,$,13.55,North America,"New Matthewview, IN",3807 Sarah Circles Apt. 361,830-418-0834,3.5,223,http://www.wolf.com/,13:00-22:00
1770,Facil,German,$,10.31,North America,"West Matthewburgh, AZ",953 Owen Street,+1-411-207-8611x216,3.6,274,http://www.mann.org/,15:00-23:00
1771,Mugaritz,Spanish,$$$,71.26,North America,"Michaelville, GA",8519 Daniel Fork Suite 165,001-978-776-8380x377,4.7,366,https://brown-sosa.net/,11:00-21:00
1772,Maximo Bistrot,Mexican,$$,28.93,North America,"New Luis, ID",5089 William Neck Suite 403,895.246.1307,4.0,506,https://baker-gonzalez.info/,11:00-20:00
1773,Contramar,Mexican,$$,21.55,Europe,"South Jennifer, MG",7527 Justin Trace Suite 557,730.706.2531,3.8,506,https://www.carter-massey.com/,14:00-22:00
1774,French Laundry,American,$,8.45,South America,"Alvarezshire, CY",59453 Larson Hill Suite 223,962-280-5110x112,3.5,237,https://www.fitzgerald-rodriguez.biz/,11:00-23:00
1775,L'Arpège,French,$$$,51.31,Middle East,"Lanefort, NO",864 Shawn Glens Apt. 952,(619)896-1711,4.3,325,http://www.ochoa.com/,13:00-20:00
1776,Gaggan Anand,Indian,$,9.11,North America,"Sanchezshire, ID",5626 Long Estate,(876)976-0659x40241,4.0,277,http://cooper.org/,14:00-21:00
1777,Issaya Siamese Club,Thai,$$,19.13,Europe,"Davidfort, FJ",4496 Vanessa Turnpike,698-293-5370x06464,3.9,539,https://herring-adkins.org/,12:00-23:00
1778,Kyubey,Japanese,$,6.26,South America,"Youngchester, KZ",48890 Marc Tunnel Apt. 650,602-696-8308x1356,3.7,254,http://www.stewart-castro.com/,16:00-20:00
1779,Le Petitbonum,Caribbean,$$,27.92,Europe,"Johnsonton, CA",30489 Hernandez Mountain Apt. 766,+1-721-244-7894x24081,4.0,467,https://crane.com/,11:00-21:00
1780,Al Fassia,Moroccan,$,6.38,Middle East,"New Eugeneville, JP",243 Sanchez Route,241.998.6044,3.7,212,https://www.owens.com/,12:00-20:00
1781,Mani,Brazilian,$,14.17,Europe,"Port Alexandershire, CF",3036 John Isle Suite 745,001-825-967-7857,4.3,282,http://dominguez.info/,12:00-22:00
1782,Bukhara,Indian,$$,16.92,North America,"Sherrymouth, MP",03282 Donald Trail,652.234.3726x807,3.7,465,https://morales-sullivan.com/,13:00-22:00
1783,Ultraviolet by Paul Pairet,Chinese,$$,18.91,Europe,"Riddleton, BI",2030 Michele Roads Suite 323,001-547-463-6994x40491,4.3,542,https://rodriguez-roth.com/,11:00-21:00
1784,Alain Ducasse au Plaza Athénée,French,$$$$,253.5,North America,"Thompsonland, DC",396 Savage Causeway Apt. 558,+1-241-669-5439,4.5,172,https://scott-green.com/,12:00-23:00
1785,Barbary,Mediterranean,$$$$,260.35,Europe,"Gordonburgh, TR",77942 Hogan Cape Apt. 372,(921)368-3539,5.0,168,https://ayers-walker.com/,16:00-22:00
1786,L'Ambroisie,French,$$$$,168.09,Africa,"Meadowsport, CV",2356 Adams Lane Suite 141,766-893-8659x36946,4.4,203,http://sullivan.biz/,12:00-22:00
1787,Bun Cha Huong Lien,Vietnamese,$$$,34.48,Middle East,"Port Erica, PK",25743 Sergio Inlet,426-903-1461x0648,4.1,366,http://www.rose.com/,13:00-22:00
1788,Contramar,Mexican,$$,26.85,Europe,"Port Josestad, NR",54983 Christopher Course,(949)576-8598,3.7,482,http://hoffman-mueller.net/,16:00-20:00
1789,Epicure,French,$$$,37.79,South America,"Kennethborough, CG",0465 Anderson Loaf,9429338825,4.4,349,https://henderson.biz/,15:00-20:00
1790,Trattoria Zà Zà,Italian,$$$,65.83,Europe,"Bettyville, IN",02142 Frederick Square,(834)213-6336x632,4.1,323,http://brown.com/,12:00-22:00
1791,Maximo Bistrot,Mexican,$$,18.03,North America,"Owenshaven, MH",258 David Curve,(289)256-0936,4.1,531,http://cooper.org/,15:00-23:00
1792,Yan Toh Heen,Chinese,$$,29.79,Europe,"Washingtonfort, KI",1548 Jennifer Garden Suite 275,001-925-740-4121,4.1,498,http://munoz.biz/,12:00-22:00
1793,Ryugin,Japanese,$$$$,182.21,Europe,"Smithview, CR",542 Thomas Village,398-536-7704x307,4.0,176,https://gibbs.com/,12:00-23:00
1794,L'Ambroisie,French,$$$,45.9,North America,"Gloverview, NE",23118 Erin Isle,933.644.5748x93315,4.3,366,https://spencer.com/,15:00-23:00
1795,Issaya Siamese Club,Thai,$$,34.61,North America,"Greertown, TN",51707 Robinson Summit,001-704-967-4226x72133,4.0,516,https://www.harmon.com/,12:00-20:00
1796,Le Petitbonum,Caribbean,$$,17.78,Middle East,"West Heather, SB",2773 Deleon Valley,+1-405-898-6185x48492,3.8,529,http://rogers-sanders.biz/,12:00-23:00
1797,Yan Toh Heen,Chinese,$,6.55,Asia,"West Annettechester, GW",42673 Katie Estate,411.616.9044,3.6,230,http://www.schroeder.com/,13:00-22:00
1798,Al Fassia,Moroccan,$$$,49.84,North America,"North Alexanderhaven, IL",1283 Stanley Way,+1-288-253-5638,4.4,345,https://www.perez.com/,14:00-20:00
1799,Il Pellicano,Italian,$$,29.33,Europe,"New Derekville, GT",328 Doyle Tunnel,428-860-9588x28214,4.1,517,http://www.matthews.com/,14:00-22:00
1800,Pujol,Mexican,$$$,45.12,Middle East,"North Jackieberg, ZM",51926 Cheryl Keys Suite 548,+1-601-232-1869x112,4.2,323,http://www.maldonado.com/,15:00-23:00
1801,Sukiyabashi Jiro,Japanese,$$$,36.87,Asia,"Morganbury, YE",351 Alyssa Vista Apt. 538,+1-583-219-5437x41279,4.6,312,http://www.wilson-parker.com/,11:00-20:00
1802,Pizzeria Brandi,Italian,$$,11.75,Asia,"West Debra, SV",7257 Leslie Run,985.614.7826,4.5,582,http://www.brennan-hopkins.com/,13:00-22:00
1803,Osteria Francescana,Italian,$$$,62.98,North America,"Lake Emilyburgh, KS",9245 Richardson Place,234.800.3872x42516,4.1,325,http://www.gutierrez.net/,14:00-20:00
1804,Antica Pesa,Italian,$$$$,170.89,South America,"Fitzpatrickberg, ZW",249 Oliver Shoals Suite 599,(824)488-9115x91555,4.6,189,https://williams.info/,14:00-20:00
1805,Isolina,Peruvian,$,11.85,Europe,"New Kelsey, CH",393 Martinez Skyway,749-281-8443x355,3.7,272,http://ward-allen.com/,11:00-20:00
1806,Schwarzwaldstube,German,$$$,49.35,North America,"New Sarah, ND",9770 James Spurs,317.376.3931x79631,3.8,308,https://www.greene.com/,13:00-20:00
1807,Da Enzo al 29,Italian,$$$$,124.42,Asia,"Port Robertberg, SR",7268 Susan Shoals,(992)509-6058x15436,4.8,203,http://www.fleming-rodgers.biz/,11:00-21:00
1808,Eleven Madison Park,American,$$$$,71.53,Middle East,"Danielchester, AL",7181 Martin Extensions Suite 746,693-847-5485,4.4,169,https://hill-mitchell.info/,14:00-21:00
1809,Narisawa,Japanese,$$,27.88,North America,"Glendaberg, NC",679 Beard Ridges,590-510-8192,4.1,550,https://www.zamora.com/,12:00-21:00
1810,Evvai,Brazilian,$$,23.82,Asia,"Geoffreyhaven, SB",9506 Miller Cliff Apt. 618,772.500.4925x1783,4.1,574,http://butler.net/,12:00-20:00
1811,Tempura Kondo,Japanese,$$$$,101.71,Europe,"Virginiatown, BJ",31089 Dunn Parkways Apt. 280,001-669-286-2973x6748,4.7,210,http://www.compton-brennan.com/,15:00-22:00
1812,EssZimmer,German,$,11.21,Europe,"South Robert, AF",2052 Miller Haven Apt. 912,001-397-824-1216,4.0,263,http://phillips.com/,16:00-23:00
1813,Le Du,Thai,$$$,49.52,Europe,"South Christopherport, EG",92215 Tammy Estates,(680)678-2908,4.4,407,https://mann.info/,14:00-22:00
1814,Karam Sethi,Indian,$,14.84,North America,"New Susan, ID",7818 Tracy Parkway Suite 526,(557)792-7551,3.8,241,http://www.hall-robinson.com/,11:00-21:00
1815,Ciya Sofrası,Turkish,$$,14.23,Middle East,"West Kathleenport, AL",4122 Nancy Trail Apt. 150,+1-221-293-2932,3.8,483,https://wright-smith.com/,11:00-21:00
1816,Indian Accent,Indian,$$,22.75,North America,"New Kimberly, PW",544 Stevenson Tunnel,670-246-2978x6893,3.9,470,https://www.brady.com/,15:00-22:00
1817,Kyubey,Japanese,$$$,57.85,North America,"Danieltown, DC",1681 Michelle Forest Apt. 086,001-687-515-9268x73818,4.3,313,http://baker.com/,12:00-21:00
1818,Zahav,Mediterranean,$$,23.66,Asia,"Davidberg, CL",763 Delacruz Crossroad,864-990-0914x840,3.9,517,http://www.ross-miller.com/,14:00-23:00
1819,Bukhara,Indian,$,3.72,South America,"South Johnbury, LS",64554 Thomas Burg Apt. 629,(497)269-5632x0269,3.8,218,http://www.parker.net/,16:00-21:00
1820,Sushi Saito,Japanese,$$$$,258.5,North America,"Arellanomouth, AZ",58009 Randy Union Apt. 408,+1-966-214-3402x002,4.9,197,https://waters-wiggins.com/,12:00-21:00
1821,Pizzeria Brandi,Italian,$$,30.83,Europe,"South Marymouth, BJ",9124 Pierce Camp Suite 636,(734)317-6630,4.2,549,https://henry.info/,16:00-22:00
1822,Narisawa,Japanese,$$$$,80.83,North America,"Sherrifort, IA",304 Steven River,(465)970-1320,4.5,205,http://www.owens-nelson.com/,13:00-21:00
1823,Nopi,Mediterranean,$$,14.39,Asia,"Scottfort, SL",2526 Debbie Circles Apt. 000,629-650-6658x4628,3.8,501,https://byrd.info/,14:00-20:00
1824,Paste,Thai,$,10.36,Asia,"Riveraburgh, PS",6865 David Grove,(252)975-2367x40450,3.7,189,https://ramirez.com/,11:00-20:00
1825,Cosme,Mexican,$,9.62,Europe,"Davidland, CO",8416 Frank Freeway,001-255-342-2371x39800,4.0,278,https://villarreal.net/,15:00-20:00
1826,Narisawa,Japanese,$,9.71,Middle East,"South Joshuachester, LT",47813 Gardner Stravenue,414.367.6128,4.1,238,https://www.fisher-reed.com/,11:00-20:00
1827,Claro,Mediterranean,$$$,46.46,North America,"Hornberg, GU",6457 Eric Rue,(247)232-2962x65311,4.3,374,https://brown-williams.com/,11:00-20:00
1828,Claro,Mediterranean,$$,23.63,North America,"Barbaraport, FM",5665 David View,606.796.8100x1253,3.9,489,https://www.grimes-shaffer.net/,12:00-21:00
1829,Guy Savoy,French,$$$,43.57,North America,"North Markborough, TX",5017 Michael Common,485.829.5232x3239,4.3,332,https://www.perez.com/,11:00-20:00
1830,Pujol,Mexican,$$$,67.89,North America,"Parrishview, UT",06031 Nicole Ramp Suite 324,(620)646-9187x56940,4.4,303,https://www.mccullough.com/,15:00-21:00
1831,Borgo San Jacopo,Italian,$$$,47.11,North America,"West Chad, CO",7693 Victoria River Suite 058,360.342.7207x5926,4.4,351,http://sanchez.com/,15:00-23:00
1832,Dar Moha,Moroccan,$$$,44.71,Europe,"South Michaelstad, KH",5140 James Corner Apt. 996,(341)917-7660x7205,3.3,324,http://www.mitchell-gregory.com/,16:00-21:00
1833,Jinjuu,Korean,$$,21.34,Europe,"Barbaraview, MT",130 Erin Alley,492-220-5635x94829,3.6,467,https://www.yu.biz/,14:00-20:00
1834,EssZimmer,German,$$$,41.62,Africa,"South Thomashaven, IL",758 Ricardo Road Apt. 203,+1-726-313-7865x049,4.0,290,http://www.schaefer.info/,12:00-23:00
1835,Facil,German,$$$,35.1,South America,"South Ashleyview, BW",8184 Jennifer Turnpike Suite 987,+1-383-870-6616x133,4.4,358,https://www.johnson.com/,15:00-21:00
1836,Miznon,Mediterranean,$$$,26.13,Asia,"East Thomasfort, FJ",4951 Johnson Springs Suite 526,(349)667-7769,4.6,347,http://burke.com/,11:00-22:00
1837,L'Ambroisie,French,$$,25.05,Europe,"Palmerfurt, ER",525 Alicia Way Suite 576,001-955-352-4857x30418,4.0,503,https://ramirez-gregory.net/,14:00-21:00
1838,CTC Urban Gastronomy,Greek,$$$,59.69,North America,"Mccarthyton, IL",9907 Jonathan Road Suite 151,+1-946-461-2365,5.0,394,http://vasquez.com/,13:00-22:00
1839,El Cardenal,Mexican,$,8.86,Europe,"Martinezhaven, MK",84315 Daniel Ridges,967.925.0381,3.5,235,https://www.lee.net/,11:00-20:00
1840,Osteria Francescana,Italian,$$$,27.11,Middle East,"West Melissaview, KM",97997 Contreras Forges Suite 184,650-336-2581x32902,4.3,329,http://www.taylor-page.info/,16:00-20:00
1841,Hünkar,Turkish,$$,19.79,Europe,"North Carlabury, MN",83014 William Turnpike Suite 400,3866528254,3.9,472,http://www.lindsey.com/,14:00-22:00
1842,Poom Seoul,Korean,$$,16.71,Asia,"Brownchester, PG",994 Wilcox Row,978.374.0194x9754,4.2,519,https://aguirre-white.com/,16:00-23:00
1843,Funky Gourmet,Greek,$$,29.25,Europe,"Audreyside, UZ",9952 Harding Inlet,888.782.6905,4.6,558,https://www.carlson-anderson.com/,14:00-23:00
